Grai	kirkii	kokia
Gorai.010G062600.1	maker-SEQ_595-augustus-gene-112.70-mRNA-1	maker-SEQ_121049-augustus-gene-0.25-mRNA-1
Gorai.010G062800.1	maker-SEQ_595-augustus-gene-112.71-mRNA-1	genemark-SEQ_121049-processed-gene-0.10-mRNA-1
Gorai.010G063000.1	maker-SEQ_595-snap-gene-113.54-mRNA-1	maker-SEQ_113952-augustus-gene-0.43-mRNA-1
Gorai.010G063200.1	maker-SEQ_595-augustus-gene-113.49-mRNA-1	maker-SEQ_113952-augustus-gene-0.42-mRNA-1
Gorai.010G063300.1	maker-SEQ_595-snap-gene-113.53-mRNA-1	maker-SEQ_113952-augustus-gene-0.47-mRNA-1
Gorai.010G063500.1	maker-SEQ_595-snap-gene-114.113-mRNA-1	maker-SEQ_113952-augustus-gene-0.40-mRNA-1
Gorai.010G063800.1	maker-SEQ_595-augustus-gene-114.95-mRNA-1	augustus_masked-SEQ_113952-processed-gene-0.34-mRNA-1
Gorai.010G063900.1	maker-SEQ_595-augustus-gene-114.101-mRNA-1	maker-SEQ_113952-augustus-gene-0.39-mRNA-1
Gorai.010G064000.1	maker-SEQ_595-snap-gene-114.109-mRNA-1	maker-SEQ_113952-augustus-gene-0.45-mRNA-1
Gorai.010G064200.1	snap_masked-SEQ_595-processed-gene-114.72-mRNA-1	maker-SEQ_129569-augustus-gene-0.34-mRNA-1
Gorai.010G064900.1	genemark-SEQ_595-processed-gene-115.30-mRNA-1	maker-SEQ_129569-augustus-gene-0.38-mRNA-1
Gorai.010G065800.1	maker-SEQ_595-augustus-gene-116.70-mRNA-1	maker-SEQ_117683-augustus-gene-0.30-mRNA-1
Gorai.010G066400.1	snap_masked-SEQ_595-processed-gene-116.47-mRNA-1	augustus_masked-SEQ_130033-processed-gene-1.63-mRNA-1
Gorai.010G066500.1	maker-SEQ_595-snap-gene-116.82-mRNA-1	augustus_masked-SEQ_130033-processed-gene-1.51-mRNA-1
Gorai.010G067400.1	maker-SEQ_595-augustus-gene-117.77-mRNA-1	maker-SEQ_125078-augustus-gene-0.57-mRNA-1
Gorai.010G067800.1	maker-SEQ_595-augustus-gene-118.49-mRNA-1	augustus_masked-SEQ_125078-processed-gene-0.38-mRNA-1
Gorai.010G068100.1	maker-SEQ_595-augustus-gene-118.50-mRNA-1	genemark-SEQ_130132-processed-gene-0.2-mRNA-1
Gorai.010G068300.1	maker-SEQ_595-augustus-gene-118.51-mRNA-1	maker-SEQ_130132-augustus-gene-0.20-mRNA-1
Gorai.010G068400.1	genemark-SEQ_595-processed-gene-118.22-mRNA-1	maker-SEQ_130132-augustus-gene-0.21-mRNA-1
Gorai.010G068900.1	maker-SEQ_595-snap-gene-119.71-mRNA-1	maker-SEQ_129969-augustus-gene-0.25-mRNA-1
Gorai.010G069100.1	maker-SEQ_595-augustus-gene-119.62-mRNA-1	augustus_masked-SEQ_129866-processed-gene-0.12-mRNA-1
Gorai.010G069400.1	maker-SEQ_595-snap-gene-119.73-mRNA-1	maker-SEQ_129866-augustus-gene-0.18-mRNA-1
Gorai.010G069900.1	maker-SEQ_595-augustus-gene-119.68-mRNA-1	maker-SEQ_127966-augustus-gene-0.22-mRNA-1
Gorai.010G070400.1	maker-SEQ_595-snap-gene-120.88-mRNA-1	augustus_masked-SEQ_127966-processed-gene-0.17-mRNA-1
Gorai.010G070800.1	genemark-SEQ_595-processed-gene-120.35-mRNA-1	maker-SEQ_127966-augustus-gene-0.25-mRNA-1
Gorai.010G070900.1	augustus_masked-SEQ_595-processed-gene-120.4-mRNA-1	augustus_masked-SEQ_126933-processed-gene-0.6-mRNA-1
Gorai.010G071100.1	maker-SEQ_595-augustus-gene-120.79-mRNA-1	maker-SEQ_112946-augustus-gene-0.23-mRNA-1
Gorai.010G072000.1	maker-SEQ_595-snap-gene-121.79-mRNA-1	maker-SEQ_128479-augustus-gene-0.12-mRNA-1
Gorai.010G072200.1	maker-SEQ_595-augustus-gene-121.72-mRNA-1	genemark-SEQ_124374-processed-gene-0.15-mRNA-1
Gorai.010G072600.1	maker-SEQ_595-augustus-gene-121.73-mRNA-1	maker-SEQ_124374-augustus-gene-0.35-mRNA-1
Gorai.010G072700.1	maker-SEQ_595-augustus-gene-121.78-mRNA-1	maker-SEQ_124374-augustus-gene-0.31-mRNA-1
Gorai.010G072800.1	augustus_masked-SEQ_595-processed-gene-122.0-mRNA-1	maker-SEQ_124374-augustus-gene-0.34-mRNA-1
Gorai.010G072900.1	augustus_masked-SEQ_595-processed-gene-122.1-mRNA-1	maker-SEQ_124374-augustus-gene-0.30-mRNA-1
Gorai.010G073100.1	maker-SEQ_595-augustus-gene-122.52-mRNA-1	maker-SEQ_124374-augustus-gene-0.33-mRNA-1
Gorai.010G073600.1	maker-SEQ_595-augustus-gene-122.59-mRNA-1	maker-SEQ_130356-augustus-gene-1.89-mRNA-1
Gorai.010G073700.1	maker-SEQ_595-augustus-gene-122.53-mRNA-1	maker-SEQ_130356-augustus-gene-1.80-mRNA-1
Gorai.010G074000.1	maker-SEQ_595-augustus-gene-123.70-mRNA-1	maker-SEQ_130356-augustus-gene-1.81-mRNA-1
Gorai.010G074900.1	maker-SEQ_595-augustus-gene-123.76-mRNA-1	maker-SEQ_130356-augustus-gene-1.92-mRNA-1
Gorai.010G075100.1	genemark-SEQ_595-processed-gene-123.28-mRNA-1	genemark-SEQ_130292-processed-gene-0.0-mRNA-1
Gorai.010G075200.1	maker-SEQ_595-augustus-gene-123.77-mRNA-1	maker-SEQ_130292-augustus-gene-0.47-mRNA-1
Gorai.010G076200.1	maker-SEQ_595-snap-gene-124.57-mRNA-1	augustus_masked-SEQ_114173-processed-gene-0.31-mRNA-1
Gorai.010G076500.1	genemark-SEQ_595-processed-gene-125.28-mRNA-1	genemark-SEQ_114173-processed-gene-0.2-mRNA-1
Gorai.010G076700.1	maker-SEQ_595-augustus-gene-125.73-mRNA-1	maker-SEQ_130326-augustus-gene-4.33-mRNA-1
Gorai.010G076800.1	maker-SEQ_595-snap-gene-125.82-mRNA-1	maker-SEQ_130326-augustus-gene-4.35-mRNA-1
Gorai.010G077000.1	maker-SEQ_595-snap-gene-125.83-mRNA-1	maker-SEQ_130326-augustus-gene-4.36-mRNA-1
Gorai.010G077800.1	maker-SEQ_595-augustus-gene-126.71-mRNA-1	maker-SEQ_130326-augustus-gene-5.62-mRNA-1
Gorai.010G077900.1	maker-SEQ_595-snap-gene-126.74-mRNA-1	maker-SEQ_130326-augustus-gene-5.57-mRNA-1
Gorai.010G078600.1	maker-SEQ_595-augustus-gene-127.55-mRNA-1	maker-SEQ_130326-augustus-gene-5.59-mRNA-1
Gorai.010G079100.1	maker-SEQ_595-snap-gene-127.69-mRNA-1	maker-SEQ_130326-augustus-gene-5.61-mRNA-1
Gorai.010G079400.1	maker-SEQ_595-snap-gene-127.73-mRNA-1	genemark-SEQ_130326-processed-gene-5.29-mRNA-1
Gorai.010G079700.1	maker-SEQ_595-snap-gene-127.77-mRNA-1	maker-SEQ_130326-augustus-gene-5.71-mRNA-1
Gorai.010G079900.1	maker-SEQ_595-augustus-gene-127.58-mRNA-1	maker-SEQ_129272-augustus-gene-0.71-mRNA-1
Gorai.010G080000.1	maker-SEQ_595-augustus-gene-127.66-mRNA-1	maker-SEQ_129272-augustus-gene-0.84-mRNA-1
Gorai.010G080100.1	maker-SEQ_595-snap-gene-128.84-mRNA-1	genemark-SEQ_129272-processed-gene-0.9-mRNA-1
Gorai.010G080400.1	maker-SEQ_595-augustus-gene-128.73-mRNA-1	maker-SEQ_129272-augustus-gene-0.74-mRNA-1
Gorai.010G080700.1	maker-SEQ_595-augustus-gene-128.79-mRNA-1	maker-SEQ_129272-augustus-gene-0.87-mRNA-1
Gorai.010G080900.1	maker-SEQ_595-augustus-gene-128.81-mRNA-1	maker-SEQ_129272-augustus-gene-0.89-mRNA-1
Gorai.010G081000.1	maker-SEQ_595-snap-gene-128.99-mRNA-1	augustus_masked-SEQ_129272-processed-gene-0.68-mRNA-1
Gorai.010G081300.1	maker-SEQ_595-augustus-gene-129.83-mRNA-1	genemark-SEQ_129272-processed-gene-0.17-mRNA-1
Gorai.010G081600.1	snap_masked-SEQ_595-processed-gene-129.50-mRNA-1	maker-SEQ_129272-augustus-gene-0.81-mRNA-1
Gorai.010G081700.1	maker-SEQ_595-augustus-gene-129.87-mRNA-1	genemark-SEQ_129272-processed-gene-0.21-mRNA-1
Gorai.010G081800.1	maker-SEQ_595-augustus-gene-129.88-mRNA-1	maker-SEQ_129272-augustus-gene-0.83-mRNA-1
Gorai.010G082100.1	maker-SEQ_595-augustus-gene-129.91-mRNA-1	genemark-SEQ_123787-processed-gene-0.5-mRNA-1
Gorai.010G082500.1	maker-SEQ_595-augustus-gene-130.70-mRNA-1	maker-SEQ_123787-augustus-gene-0.48-mRNA-1
Gorai.010G082600.1	maker-SEQ_595-snap-gene-130.85-mRNA-1	maker-SEQ_123787-augustus-gene-0.45-mRNA-1
Gorai.010G082800.1	maker-SEQ_595-augustus-gene-130.75-mRNA-1	maker-SEQ_123787-augustus-gene-0.44-mRNA-1
Gorai.010G083200.1	maker-SEQ_595-snap-gene-130.90-mRNA-1	maker-SEQ_129575-augustus-gene-0.26-mRNA-1
Gorai.010G083400.1	genemark-SEQ_595-processed-gene-131.16-mRNA-1	genemark-SEQ_129575-processed-gene-0.6-mRNA-1
Gorai.010G083500.1	maker-SEQ_595-augustus-gene-131.60-mRNA-1	maker-SEQ_129575-augustus-gene-0.24-mRNA-1
Gorai.010G084200.1	maker-SEQ_595-augustus-gene-131.68-mRNA-1	maker-SEQ_126805-augustus-gene-0.33-mRNA-1
Gorai.010G084500.1	maker-SEQ_595-snap-gene-132.90-mRNA-1	maker-SEQ_126805-augustus-gene-0.38-mRNA-1
Gorai.010G084700.1	maker-SEQ_595-augustus-gene-132.77-mRNA-1	maker-SEQ_126805-augustus-gene-1.50-mRNA-1
Gorai.010G084800.1	maker-SEQ_595-augustus-gene-132.81-mRNA-1	maker-SEQ_126805-augustus-gene-1.56-mRNA-1
Gorai.010G085100.1	maker-SEQ_595-snap-gene-133.102-mRNA-1	maker-SEQ_126805-augustus-gene-1.58-mRNA-1
Gorai.010G086100.1	snap_masked-SEQ_595-processed-gene-133.79-mRNA-1	maker-SEQ_130363-augustus-gene-0.40-mRNA-1
Gorai.010G086300.1	maker-SEQ_595-snap-gene-133.109-mRNA-1	genemark-SEQ_130363-processed-gene-0.16-mRNA-1
Gorai.010G086400.1	maker-SEQ_595-snap-gene-134.74-mRNA-1	maker-SEQ_130363-augustus-gene-0.42-mRNA-1
Gorai.010G086800.1	maker-SEQ_595-snap-gene-134.72-mRNA-1	augustus_masked-SEQ_130363-processed-gene-0.26-mRNA-1
Gorai.010G087200.1	maker-SEQ_595-augustus-gene-134.66-mRNA-1	maker-SEQ_126846-augustus-gene-0.39-mRNA-1
Gorai.010G087700.1	maker-SEQ_595-snap-gene-135.81-mRNA-1	maker-SEQ_126846-augustus-gene-0.35-mRNA-1
Gorai.010G088100.1	snap_masked-SEQ_595-processed-gene-135.44-mRNA-1	maker-SEQ_126846-augustus-gene-0.36-mRNA-1
Gorai.010G088300.1	genemark-SEQ_595-processed-gene-135.35-mRNA-1	genemark-SEQ_124613-processed-gene-0.19-mRNA-1
Gorai.010G088600.1	maker-SEQ_595-augustus-gene-136.70-mRNA-1	maker-SEQ_124613-augustus-gene-0.62-mRNA-1
Gorai.010G088700.1	maker-SEQ_38-augustus-gene-0.36-mRNA-1	maker-SEQ_124613-augustus-gene-0.67-mRNA-1
Gorai.010G089100.1	maker-SEQ_595-augustus-gene-0.63-mRNA-1	genemark-SEQ_124613-processed-gene-0.11-mRNA-1
Gorai.010G089900.1	genemark-SEQ_595-processed-gene-0.35-mRNA-1	maker-SEQ_124613-augustus-gene-0.70-mRNA-1
Gorai.010G090600.1	maker-SEQ_595-augustus-gene-1.73-mRNA-1	maker-SEQ_128753-augustus-gene-0.17-mRNA-1
Gorai.010G090700.1	maker-SEQ_595-augustus-gene-1.75-mRNA-1	maker-SEQ_128753-augustus-gene-0.19-mRNA-1
Gorai.010G091100.1	augustus_masked-SEQ_595-processed-gene-1.15-mRNA-1	augustus_masked-SEQ_116862-processed-gene-0.32-mRNA-1
Gorai.010G091700.1	maker-SEQ_595-augustus-gene-137.67-mRNA-1	maker-SEQ_115296-augustus-gene-0.25-mRNA-1
Gorai.010G091800.1	augustus_masked-SEQ_595-processed-gene-137.25-mRNA-1	maker-SEQ_115296-augustus-gene-0.24-mRNA-1
Gorai.010G091900.1	maker-SEQ_595-augustus-gene-137.73-mRNA-1	genemark-SEQ_115296-processed-gene-0.1-mRNA-1
Gorai.010G092100.1	augustus_masked-SEQ_595-processed-gene-137.27-mRNA-1	maker-SEQ_130239-augustus-gene-0.69-mRNA-1
Gorai.010G092400.1	maker-SEQ_595-augustus-gene-138.48-mRNA-1	augustus_masked-SEQ_112544-processed-gene-0.9-mRNA-1
Gorai.010G092500.1	maker-SEQ_595-snap-gene-138.56-mRNA-1	genemark-SEQ_112544-processed-gene-0.1-mRNA-1
Gorai.010G092700.1	snap_masked-SEQ_595-processed-gene-138.44-mRNA-1	maker-SEQ_112592-augustus-gene-0.10-mRNA-1
Gorai.010G092800.1	maker-SEQ_595-snap-gene-138.58-mRNA-1	maker-SEQ_112592-augustus-gene-0.11-mRNA-1
Gorai.010G092900.1	maker-SEQ_468-augustus-gene-288.65-mRNA-1	maker-SEQ_125813-augustus-gene-0.28-mRNA-1
Gorai.010G093000.1	genemark-SEQ_468-processed-gene-288.27-mRNA-1	maker-SEQ_125813-augustus-gene-0.30-mRNA-1
Gorai.010G093100.1	maker-SEQ_468-augustus-gene-288.67-mRNA-1	augustus_masked-SEQ_125813-processed-gene-0.22-mRNA-1
Gorai.010G093200.1	maker-SEQ_468-augustus-gene-288.63-mRNA-1	maker-SEQ_125813-augustus-gene-0.27-mRNA-1
Gorai.010G093400.1	maker-SEQ_468-snap-gene-288.73-mRNA-1	maker-SEQ_125627-augustus-gene-0.30-mRNA-1
Gorai.010G094000.1	maker-SEQ_468-snap-gene-289.85-mRNA-1	maker-SEQ_130363-augustus-gene-1.67-mRNA-1
Gorai.010G094300.1	maker-SEQ_468-augustus-gene-289.80-mRNA-1	maker-SEQ_130363-augustus-gene-1.62-mRNA-1
Gorai.010G094400.1	maker-SEQ_468-augustus-gene-289.81-mRNA-1	maker-SEQ_130363-augustus-gene-1.61-mRNA-1
Gorai.010G094500.1	maker-SEQ_468-augustus-gene-289.78-mRNA-1	maker-SEQ_130363-augustus-gene-1.66-mRNA-1
Gorai.010G094600.1	maker-SEQ_468-augustus-gene-289.79-mRNA-1	maker-SEQ_130363-augustus-gene-1.65-mRNA-1
Gorai.010G094700.1	maker-SEQ_468-snap-gene-289.91-mRNA-1	augustus_masked-SEQ_130363-processed-gene-1.35-mRNA-1
Gorai.010G094800.1	maker-SEQ_468-augustus-gene-290.90-mRNA-1	maker-SEQ_130363-augustus-gene-1.64-mRNA-1
Gorai.010G095000.1	augustus_masked-SEQ_468-processed-gene-290.36-mRNA-1	maker-SEQ_130363-augustus-gene-1.63-mRNA-1
Gorai.010G096000.1	maker-SEQ_595-snap-gene-139.79-mRNA-1	maker-SEQ_129314-augustus-gene-0.33-mRNA-1
Gorai.010G096400.1	genemark-SEQ_595-processed-gene-56.15-mRNA-1	genemark-SEQ_129314-processed-gene-1.26-mRNA-1
Gorai.010G096600.1	augustus_masked-SEQ_595-processed-gene-56.0-mRNA-1	maker-SEQ_129813-augustus-gene-0.13-mRNA-1
Gorai.010G097100.1	maker-SEQ_595-augustus-gene-55.51-mRNA-1	genemark-SEQ_122830-processed-gene-0.4-mRNA-1
Gorai.010G097200.1	maker-SEQ_595-augustus-gene-55.49-mRNA-1	maker-SEQ_122830-augustus-gene-0.28-mRNA-1
Gorai.010G098000.1	maker-SEQ_595-snap-gene-54.90-mRNA-1	maker-SEQ_122397-augustus-gene-0.15-mRNA-1
Gorai.010G098100.1	maker-SEQ_595-augustus-gene-54.81-mRNA-1	maker-SEQ_122397-augustus-gene-0.14-mRNA-1
Gorai.010G098200.1	maker-SEQ_595-augustus-gene-53.61-mRNA-1	genemark-SEQ_129651-processed-gene-0.6-mRNA-1
Gorai.010G098300.1	genemark-SEQ_595-processed-gene-53.31-mRNA-1	augustus_masked-SEQ_129651-processed-gene-0.29-mRNA-1
Gorai.010G098400.1	maker-SEQ_595-augustus-gene-53.62-mRNA-1	maker-SEQ_129651-augustus-gene-0.35-mRNA-1
Gorai.010G099600.1	maker-SEQ_595-augustus-gene-51.74-mRNA-1	maker-SEQ_118997-augustus-gene-0.27-mRNA-1
Gorai.010G099700.1	maker-SEQ_595-snap-gene-51.82-mRNA-1	augustus_masked-SEQ_118997-processed-gene-0.19-mRNA-1
Gorai.010G100000.1	augustus_masked-SEQ_595-processed-gene-51.5-mRNA-1	augustus_masked-SEQ_118997-processed-gene-0.12-mRNA-1
Gorai.010G100200.1	genemark-SEQ_595-processed-gene-51.16-mRNA-1	maker-SEQ_127090-augustus-gene-0.60-mRNA-1
Gorai.010G100900.1	maker-SEQ_595-snap-gene-49.79-mRNA-1	maker-SEQ_127090-augustus-gene-0.58-mRNA-1
Gorai.010G101100.1	maker-SEQ_595-augustus-gene-49.75-mRNA-1	genemark-SEQ_127090-processed-gene-0.16-mRNA-1
Gorai.010G101300.1	augustus_masked-SEQ_595-processed-gene-48.29-mRNA-1	genemark-SEQ_130231-processed-gene-2.18-mRNA-1
Gorai.010G101400.1	maker-SEQ_595-snap-gene-48.60-mRNA-1	maker-SEQ_130231-augustus-gene-2.38-mRNA-1
Gorai.010G101600.1	maker-SEQ_595-augustus-gene-48.54-mRNA-1	maker-SEQ_130231-augustus-gene-2.42-mRNA-1
Gorai.010G102200.1	snap_masked-SEQ_595-processed-gene-47.56-mRNA-1	maker-SEQ_130231-augustus-gene-2.36-mRNA-1
Gorai.010G102500.1	genemark-SEQ_595-processed-gene-47.24-mRNA-1	maker-SEQ_123645-augustus-gene-0.6-mRNA-1
Gorai.010G102800.1	maker-SEQ_595-snap-gene-47.76-mRNA-1	maker-SEQ_130120-augustus-gene-1.55-mRNA-1
Gorai.010G103300.1	maker-SEQ_595-augustus-gene-46.58-mRNA-1	maker-SEQ_130120-augustus-gene-1.56-mRNA-1
Gorai.010G103400.1	maker-SEQ_595-augustus-gene-46.57-mRNA-1	maker-SEQ_130120-augustus-gene-1.57-mRNA-1
Gorai.010G103500.1	maker-SEQ_595-snap-gene-46.71-mRNA-1	genemark-SEQ_130120-processed-gene-1.10-mRNA-1
Gorai.010G103700.1	augustus_masked-SEQ_595-processed-gene-45.10-mRNA-1	augustus_masked-SEQ_130120-processed-gene-1.48-mRNA-1
Gorai.010G104000.1	maker-SEQ_595-augustus-gene-45.72-mRNA-1	maker-SEQ_122919-augustus-gene-0.13-mRNA-1
Gorai.010G104100.1	maker-SEQ_595-augustus-gene-45.69-mRNA-1	maker-SEQ_122919-augustus-gene-0.15-mRNA-1
Gorai.010G104300.1	augustus_masked-SEQ_595-processed-gene-45.6-mRNA-1	maker-SEQ_126658-augustus-gene-0.6-mRNA-1
Gorai.010G104600.1	augustus_masked-SEQ_595-processed-gene-45.4-mRNA-1	genemark-SEQ_130395-processed-gene-0.24-mRNA-1
Gorai.010G105000.1	augustus_masked-SEQ_595-processed-gene-45.1-mRNA-1	maker-SEQ_130395-augustus-gene-0.54-mRNA-1
Gorai.010G105600.1	maker-SEQ_595-snap-gene-44.54-mRNA-1	maker-SEQ_113470-augustus-gene-0.25-mRNA-1
Gorai.010G106300.1	augustus_masked-SEQ_595-processed-gene-43.8-mRNA-1	maker-SEQ_125448-augustus-gene-0.23-mRNA-1
Gorai.010G106400.1	maker-SEQ_595-augustus-gene-43.65-mRNA-1	maker-SEQ_125448-augustus-gene-0.22-mRNA-1
Gorai.010G106600.1	augustus_masked-SEQ_595-processed-gene-42.1-mRNA-1	augustus_masked-SEQ_119884-processed-gene-0.41-mRNA-1
Gorai.010G107300.1	maker-SEQ_595-snap-gene-41.74-mRNA-1	maker-SEQ_119884-augustus-gene-0.51-mRNA-1
Gorai.010G107900.1	augustus_masked-SEQ_595-processed-gene-40.3-mRNA-1	maker-SEQ_126830-augustus-gene-0.37-mRNA-1
Gorai.010G108000.1	maker-SEQ_595-augustus-gene-40.72-mRNA-1	augustus_masked-SEQ_126830-processed-gene-0.24-mRNA-1
Gorai.010G108300.1	maker-SEQ_595-snap-gene-40.78-mRNA-1	genemark-SEQ_126830-processed-gene-0.11-mRNA-1
Gorai.010G108400.1	maker-SEQ_595-augustus-gene-39.58-mRNA-1	maker-SEQ_126830-augustus-gene-1.77-mRNA-1
Gorai.010G108700.1	maker-SEQ_595-snap-gene-39.65-mRNA-1	maker-SEQ_126830-augustus-gene-1.78-mRNA-1
Gorai.010G108900.1	maker-SEQ_595-augustus-gene-39.53-mRNA-1	maker-SEQ_126830-augustus-gene-1.80-mRNA-1
Gorai.010G109200.1	maker-SEQ_595-snap-gene-39.59-mRNA-1	maker-SEQ_126830-augustus-gene-1.82-mRNA-1
Gorai.010G109400.1	maker-SEQ_595-augustus-gene-37.60-mRNA-1	maker-SEQ_125178-augustus-gene-0.27-mRNA-1
Gorai.010G109600.1	maker-SEQ_595-snap-gene-37.65-mRNA-1	maker-SEQ_125178-augustus-gene-0.29-mRNA-1
Gorai.010G109700.1	snap_masked-SEQ_595-processed-gene-38.34-mRNA-1	maker-SEQ_125178-augustus-gene-1.43-mRNA-1
Gorai.010G110000.1	maker-SEQ_595-snap-gene-38.72-mRNA-1	augustus_masked-SEQ_125178-processed-gene-1.30-mRNA-1
Gorai.010G110100.1	maker-SEQ_595-augustus-gene-38.67-mRNA-1	genemark-SEQ_125178-processed-gene-1.17-mRNA-1
Gorai.010G111300.1	maker-SEQ_595-augustus-gene-1.77-mRNA-1	augustus_masked-SEQ_125178-processed-gene-2.43-mRNA-1
Gorai.010G111600.1	maker-SEQ_595-snap-gene-2.66-mRNA-1	maker-SEQ_125178-augustus-gene-2.72-mRNA-1
Gorai.010G112200.1	maker-SEQ_595-augustus-gene-3.67-mRNA-1	maker-SEQ_125178-augustus-gene-2.74-mRNA-1
Gorai.010G112500.1	maker-SEQ_595-augustus-gene-4.44-mRNA-1	maker-SEQ_127758-augustus-gene-0.20-mRNA-1
Gorai.010G112800.1	augustus_masked-SEQ_595-processed-gene-4.19-mRNA-1	genemark-SEQ_128159-processed-gene-0.1-mRNA-1
Gorai.010G112900.1	maker-SEQ_595-augustus-gene-4.46-mRNA-1	genemark-SEQ_128159-processed-gene-0.7-mRNA-1
Gorai.010G113000.1	augustus_masked-SEQ_595-processed-gene-5.0-mRNA-1	genemark-SEQ_120469-processed-gene-0.0-mRNA-1
Gorai.010G113200.1	augustus_masked-SEQ_595-processed-gene-5.4-mRNA-1	maker-SEQ_120469-augustus-gene-0.37-mRNA-1
Gorai.010G113400.1	genemark-SEQ_595-processed-gene-5.31-mRNA-1	maker-SEQ_120469-augustus-gene-0.40-mRNA-1
Gorai.010G113800.1	maker-SEQ_595-augustus-gene-5.63-mRNA-1	maker-SEQ_120469-augustus-gene-0.39-mRNA-1
Gorai.010G114400.1	maker-SEQ_595-augustus-gene-6.83-mRNA-1	maker-SEQ_129636-augustus-gene-0.78-mRNA-1
Gorai.010G114600.1	maker-SEQ_595-snap-gene-6.91-mRNA-1	maker-SEQ_129636-augustus-gene-0.76-mRNA-1
Gorai.010G114900.1	maker-SEQ_595-augustus-gene-7.57-mRNA-1	genemark-SEQ_129636-processed-gene-0.30-mRNA-1
Gorai.010G115100.1	maker-SEQ_595-snap-gene-7.63-mRNA-1	augustus_masked-SEQ_129636-processed-gene-0.49-mRNA-1
Gorai.010G115200.1	augustus_masked-SEQ_595-processed-gene-7.6-mRNA-1	maker-SEQ_129636-augustus-gene-0.73-mRNA-1
Gorai.010G115300.1	maker-SEQ_595-augustus-gene-7.60-mRNA-1	maker-SEQ_129636-augustus-gene-0.72-mRNA-1
Gorai.010G115900.1	maker-SEQ_595-augustus-gene-9.69-mRNA-1	maker-SEQ_120373-augustus-gene-1.61-mRNA-1
Gorai.010G116000.1	genemark-SEQ_595-processed-gene-9.25-mRNA-1	genemark-SEQ_120373-processed-gene-1.12-mRNA-1
Gorai.010G116200.1	maker-SEQ_595-snap-gene-10.50-mRNA-1	maker-SEQ_120373-augustus-gene-0.27-mRNA-1
Gorai.010G116500.1	maker-SEQ_595-snap-gene-36.68-mRNA-1	augustus_masked-SEQ_120373-processed-gene-0.17-mRNA-1
Gorai.010G116800.1	maker-SEQ_595-snap-gene-36.64-mRNA-1	maker-SEQ_120373-augustus-gene-0.25-mRNA-1
Gorai.010G116900.1	maker-SEQ_595-augustus-gene-35.83-mRNA-1	maker-SEQ_127129-augustus-gene-0.57-mRNA-1
Gorai.010G117100.1	maker-SEQ_595-snap-gene-35.86-mRNA-1	maker-SEQ_127129-augustus-gene-0.58-mRNA-1
Gorai.010G117400.1	maker-SEQ_595-augustus-gene-34.63-mRNA-1	maker-SEQ_129475-augustus-gene-0.57-mRNA-1
Gorai.010G117500.1	augustus_masked-SEQ_595-processed-gene-33.12-mRNA-1	augustus_masked-SEQ_129475-processed-gene-0.43-mRNA-1
Gorai.010G118100.1	maker-SEQ_595-augustus-gene-32.95-mRNA-1	maker-SEQ_111833-augustus-gene-0.78-mRNA-1
Gorai.010G118300.1	maker-SEQ_595-snap-gene-29.59-mRNA-1	maker-SEQ_127785-augustus-gene-0.84-mRNA-1
Gorai.010G118600.1	maker-SEQ_595-augustus-gene-30.63-mRNA-1	augustus_masked-SEQ_124449-processed-gene-0.24-mRNA-1
Gorai.010G118700.1	maker-SEQ_595-augustus-gene-31.72-mRNA-1	maker-SEQ_125295-augustus-gene-1.49-mRNA-1
Gorai.010G118900.1	maker-SEQ_595-snap-gene-31.80-mRNA-1	maker-SEQ_125295-augustus-gene-1.45-mRNA-1
Gorai.010G119200.1	maker-SEQ_595-augustus-gene-28.83-mRNA-1	maker-SEQ_125295-augustus-gene-0.33-mRNA-1
Gorai.010G119500.1	maker-SEQ_595-augustus-gene-27.64-mRNA-1	maker-SEQ_125295-augustus-gene-0.32-mRNA-1
Gorai.010G120300.1	maker-SEQ_595-augustus-gene-26.42-mRNA-1	augustus_masked-SEQ_130133-processed-gene-1.23-mRNA-1
Gorai.010G120400.1	maker-SEQ_595-snap-gene-26.47-mRNA-1	maker-SEQ_130133-augustus-gene-1.33-mRNA-1
Gorai.010G120700.1	augustus_masked-SEQ_595-processed-gene-26.0-mRNA-1	augustus_masked-SEQ_130133-processed-gene-0.26-mRNA-1
Gorai.010G120800.1	maker-SEQ_595-augustus-gene-25.71-mRNA-1	maker-SEQ_113837-augustus-gene-0.8-mRNA-1
Gorai.010G121000.1	maker-SEQ_595-augustus-gene-24.55-mRNA-1	genemark-SEQ_113837-processed-gene-0.0-mRNA-1
Gorai.010G121600.1	genemark-SEQ_595-processed-gene-23.25-mRNA-1	augustus_masked-SEQ_129417-processed-gene-1.60-mRNA-1
Gorai.010G121800.1	maker-SEQ_595-augustus-gene-24.54-mRNA-1	maker-SEQ_129417-augustus-gene-1.71-mRNA-1
Gorai.010G122000.1	maker-SEQ_595-augustus-gene-22.82-mRNA-1	maker-SEQ_129417-augustus-gene-0.31-mRNA-1
Gorai.010G122100.1	maker-SEQ_595-augustus-gene-22.81-mRNA-1	maker-SEQ_129417-augustus-gene-0.30-mRNA-1
Gorai.010G122800.1	genemark-SEQ_595-processed-gene-21.24-mRNA-1	maker-SEQ_129733-augustus-gene-1.36-mRNA-1
